	v
656	-0,0018203256399999999
657	0,00123772463
658	-0,006427032760000001
659	-0,0100854905
660	-0,0161768584
661	-0,0111577223
662	-0,005156390360000001
663	-0,012133835400000001
664	-0,0014858536499999999
665	-0,0033197188400000003
666	-0,0023724395800000003
667	-0,010841020900000001
668	-0,013707177800000001
669	-0,00954452718
670	-0,014314523399999998
671	-0,0127707577
672	-0,0125466936
673	-0,0166177104
674	-0,0154114684
675	-0,0248499402
676	-0,0101743557
677	-0,0230815795
678	-0,007626462910000001
679	-0,016591219299999998
680	-0,012566054299999999
681	-0,016365818100000002
682	-0,0163204793
683	-0,014388226899999999
684	-0,0117320049
685	-0,00623536336
686	-0,00488716427
687	-0,00603478504
688	-0,000759021556
689	0,00815792042
690	0,0034938895800000003
691	-0,000753956923
692	0,013834500900000001
693	-0,00228244308
694	0,013600843499999998
695	0,00679759397
696	0,00646181606
697	0,00834897386
698	0,0119708823
699	0,017907048300000002
700	0,0102561955
701	0,00662267349
702	0,00471417974
703	0,00827337683
704	0,0047908230299999995
705	0,00686956069
706	0,007095659039999999
707	0,005623746650000001
708	0,007325374870000001
709	-0,00256336399
710	-0,00977763701
711	-0,000111541391
712	0,000309737712
713	0,00207072832
714	0,00978218929
715	0,00225394348
716	0,0004499974539999999
717	0,00712012662
718	-0,0008787103269999999
719	0,00241947021
720	-0,013025330300000002
721	0,00342032731
722	0,00164581451
723	0,0004881839949999999
724	-0,003913079179999999
725	0,000271744084
726	-0,00292437222
727	0,00429946137
728	0,005624760129999999
729	-0,00397270228
730	-0,000946589765
731	-0,00110006759
732	0,00644382184
733	0,0032326673300000002
734	0,013512570400000002
735	0,0126304354
736	0,0030696401399999997
737	0,00924754199
738	0,006524863810000001
739	0,0073976884599999985
740	0,00917165256
741	0,0051858994
742	0,00430408122
743	0,00328077745
744	0,00300185077
745	0,000348118827
746	0,0006849030019999999
747	0,00911933617
748	0,00721749537
749	0,003642097079999999
750	-0,0018145766299999997
751	-0,00253935284
752	0,00152845959
753	-0,00904417312
754	0,00474999908
755	-0,0011829613800000002
756	0,006758436800000001
757	-0,007482213749999999
758	0,004219497429999999
759	0,0075940561200000005
760	-0,0005464276430000001
761	-0,0041177737100000006
762	0,009467398759999999
763	0,0167115637
764	0,008628598270000001
765	0,0105481202
766	-0,00176711861
767	0,0103364347
768	0,000405122897
769	-0,0017640821000000004
770	0,0037279829000000002
771	0,0033105220400000005
772	0,007443826089999999
773	0,0107610605
774	0,00826368177
775	0,00540951542
776	0,0103264411
777	-0,0015529925
778	-0,00202585301
779	-0,0135859585
780	-0,00997500375
781	-0,00314196132
782	-0,015066714200000001
783	-0,00448240561
784	-0,0161790549
785	-0,024095338900000002
786	-0,015341655399999998
787	-0,00993518437
788	-0,0242470883
789	-0,0219749856
790	-0,026601694399999997
791	-0,024016961099999998
792	-0,030225554300000002
793	-0,0413298138
794	-0,0428003275
795	-0,044903761699999996
796	-0,0358410578
797	-0,05145949910000001
798	-0,051745426800000015
799	-0,0538407799
800	-0,065082524
801	-0,0673704754
802	-0,08071325879999999
803	-0,08389695929999999
804	-0,0944627772
805	-0,0899831151
806	-0,10314151699999999
807	-0,09935275910000001
808	-0,10123522300000003
809	-0,11432099400000002
810	-0,120312813
811	-0,120155969
812	-0,12323175000000001
813	-0,13414479199999998
814	-0,135020579
815	-0,13435824
816	-0,139021429
817	-0,139015568
818	-0,134351729
819	-0,136489007
820	-0,14447979999999996
821	-0,147384959
822	-0,134313615
823	-0,133380862
824	-0,130958775
825	-0,12014904
826	-0,111870383
827	-0,107475513
828	-0,10255820899999998
829	-0,09980129550000001
830	-0,101734144
831	-0,0902253836
832	-0,0753456838
833	-0,0619509587
834	-0,061852066100000005
835	-0,051263813600000006
836	-0,0415548653
837	-0,0473447174
838	-0,0404442275
839	-0,0193463506
840	-0,00905233662
841	-0,0122661674
842	0,0021179594600000003
843	0,00499925075
844	0,0200273109
845	0,0217445622
846	0,0304682799
847	0,0347272218
848	0,04314394999999999
849	0,0477245867
850	0,0493992362
851	0,05611189870000001
852	0,0596895987
853	0,05958041900000001
854	0,0795976661
855	0,0840475753
856	0,08280903519999999
857	0,08619013460000001
858	0,091163967
859	0,10850209400000002
860	0,0979309123
861	0,100979118
862	0,11107351900000002
863	0,10524402199999998
864	0,115504637
865	0,124020404
866	0,110987091
867	0,10369652300000003
868	0,106278654
869	0,108952063
870	0,108336994
871	0,0944312011
872	0,09313334470000001
873	0,091030875
874	0,0793993454
875	0,08017129719999999
876	0,0768537771
877	0,0745900391
878	0,072246941
879	0,06477930559999999
880	0,061850801
881	0,0575212432
882	0,057153057800000004
883	0,05142222279999999
884	0,0525483347
885	0,047688199199999996
886	0,0445779204
887	0,044494606900000004
888	0,0429426288
889	0,0507687129
890	0,0490969549
891	0,043290398499999994
892	0,053129864700000015
893	0,06272468469999999
894	0,0585760255
895	0,047923818
896	0,0675928931
897	0,054604911500000006
898	0,0575502128
899	0,0729398455
900	0,07392295019999999
901	0,0746691452
902	0,082696746
903	0,0813150814
904	0,0702580641
905	0,0700986994
906	0,07582043349999999
907	0,0829848564
908	0,0737942941
909	0,079031046
910	0,0694619133
911	0,0651643828
912	0,0588402943
913	0,0623396909
914	0,0577991509
915	0,0475834708
916	0,0584408888
917	0,0414400674
918	0,0496044472
919	0,040774343399999996
920	0,0437354335
921	0,0344468908
922	0,0269759315
923	0,0337194033
924	0,0271402641
925	0,0299956201
926	0,022003662400000002
927	0,0237591992
928	0,011517948500000002
929	0,007624193749999998
930	0,010892956100000002
931	0,015331698700000004
932	0,0019538865
933	-0,0033021799300000003
934	-0,00469647446
935	-0,006290865279999999
936	-0,00786907439
937	0,0032995377300000005
938	0,00181253213
939	-0,0019435930199999999
940	-0,006409325460000001
941	0,00446868015
942	0,000568281894
943	0,005391635820000001
944	0,010754445900000001
945	0,00208530564
946	0,00510692061
947	0,0144740645
948	0,011453969
949	0,0105120163
950	0,008826023879999999
951	0,011578689
952	0,0162354137
953	0,0151817149
954	0,0128246304
955	0,0179314242
956	0,025042246400000003
957	0,016625621200000003
958	0,0204436882
959	0,0320169835
960	0,036118245800000004
961	0,040478448199999996
962	0,0424678159
963	0,0477732083
964	0,0585245141
965	0,060226189100000015
966	0,060541951399999995
967	0,06248057659999999
968	0,059759226
969	0,06625353070000001
970	0,0648649746
971	0,06857753280000001
972	0,0606580694
973	0,059987526400000005
974	0,0543928029
975	0,0480982321
976	0,0570779567
977	0,051620616899999985
978	0,048814076500000005
979	0,04742566610000001
980	0,029381282399999993
981	0,0356195879
982	0,0445288657
983	0,0494206338
984	0,0418743844
985	0,045211424800000004
986	0,0393329078
987	0,039450870299999996
988	0,0339657785
989	0,0399309519
990	0,0389060081
991	0,0313710126
992	0,0304928514
993	0,0315898287
994	0,030827070500000005
995	0,0265340009
996	0,016223153
997	0,00943449424
998	0,013710777700000001
999	0,014450737799999998
